new_event_id,event_id,date,v3_type,type,event_type,event_type_name,event_type_original,duration_days,day_index_in_event,canonical_daily_eps,canonical_daily_minpts_raw,canonical_daily_minpts_used,event_global_eps_max,event_global_minpts_max_raw,event_global_minpts_max_rounded,event_global_minpts_used,dbscan_avg_eps,dbscan_raw_avg_minpts,dbscan_rounded_minpts,day_final_n_clusters,day_n_noise_cells,day_n_clustered_cells,cluster_id,sigma,H_component_cells,E_ellipse_cells,interH_intersection_cells,union_cells,target_component_purity,same_day_hw_purity,containment,iou_jaccard,centroid_lon,centroid_lat,major_axis_km,minor_axis_km,ellipse_area_km2,orientation_deg,axis_ratio,eccentricity,pc1_vec_x,pc1_vec_y,pc2_vec_x,pc2_vec_y,centroid_x,centroid_y,x,y,lon,lat,area,axis1_len_km,axis2_len_km,ratio,L2_L1_ratio,ratio_L2_L1,orientation,eigval_major,eigval_minor,pc1_explained_var,pca_origin_lon_unweighted,pca_origin_lat_unweighted,centroid_lon_unweighted,centroid_lat_unweighted,centroid_lon_tmax_weighted,centroid_lat_tmax_weighted,tmax_weight_sum_c,tmax_min_c,tmax_max_c,tmax_mean_c,tmax_sd_c,centroid_displacement_km,centroid_displacement_bearing_deg,E_ellipse_cells_translated,interH_intersection_cells_translated,union_cells_translated,target_component_purity_translated,same_day_hw_purity_translated,containment_translated,iou_jaccard_translated
3,3,1991-06-04,3,Type 3,Type 3,Temporally clustered,Back-to-Back,2,1,3.242857142857143,8.228571428571428,8,3.242857142857143,8.228571428571428,8,8,3.242857142857143,8.228571428571428,8,2,5,371,1,1.25,195,80,80,195,41.02564102564103,100.0,41.02564102564103,41.02564102564103,62.86702913919701,20.51692078997292,1662.8067193169134,1058.384933849718,1382214.0436230008,64.5864436873029,0.6365050859816744,0.7712725040603102,0.4291488525949468,0.9032337805443509,-0.9032337805443509,0.4291488525949468,62.86702913919701,20.51692078997292,62.86702913919701,20.51692078997292,62.86702913919701,20.51692078997292,1382214.0436230008,1662.8067193169134,1058.384933849718,0.6365050859816744,0.6365050859816744,0.6365050859816744,64.5864436873029,442388.1897288761,179228.58691201152,0.7116735042439932,62.725641025641025,19.71025641025641,62.725641025641025,19.71025641025641,62.86702913919701,20.51692078997292,6580.227390289307,28.99297523498535,48.44999313354492,33.74475584763747,5.8121565125002945,90.51800691106538,9.376581773986265,79,79,195,40.51282051282051,100.0,40.51282051282051,40.51282051282051
3,3,1991-06-05,3,Type 3,Type 3,Temporally clustered,Back-to-Back,2,2,3.073170731707317,7.804878048780488,8,3.242857142857143,8.228571428571428,8,8,3.242857142857143,8.228571428571428,8,2,1,373,0,1.25,169,88,88,169,52.071005917159766,100.0,52.071005917159766,52.071005917159766,27.369001758250544,20.515073923701475,1294.1821919494591,1069.4176296956932,1087007.7495094195,129.285378403005,0.8263269548507715,0.5631906992192353,-0.6331833718457464,0.7740018201645597,-0.7740018201645597,-0.6331833718457464,27.369001758250544,20.515073923701475,27.369001758250544,20.515073923701475,27.369001758250544,20.515073923701475,1087007.7495094195,1294.1821919494591,1069.4176296956932,0.8263269548507715,0.8263269548507715,0.8263269548507715,129.285378403005,267985.2073534571,182984.65067263276,0.5942419489551637,27.393491124260354,20.5,27.393491124260354,20.5,27.369001758250544,20.515073923701475,6948.977954864502,28.428956985473633,45.38054656982422,41.11821275067753,2.337801962129808,3.0512520780144285,303.1614611914177,88,88,169,52.071005917159766,100.0,52.071005917159766,52.071005917159766
3,3,1991-06-05,3,Type 3,Type 3,Temporally clustered,Back-to-Back,2,2,3.073170731707317,7.804878048780488,8,3.242857142857143,8.228571428571428,8,8,3.242857142857143,8.228571428571428,8,2,1,373,1,1.25,204,82,82,204,40.19607843137255,100.0,40.19607843137255,40.19607843137255,63.340648889103804,21.502542363022727,1767.1610185541563,1002.651380900532,1391604.9362851547,72.82753276487396,0.5673797522541972,0.8234562627923633,0.29524896894015273,0.9554203505995551,-0.9554203505995551,0.29524896894015273,63.340648889103804,21.502542363022727,63.340648889103804,21.502542363022727,63.340648889103804,21.502542363022727,1391604.9362851547,1767.1610185541563,1002.651380900532,0.5673797522541972,0.5673797522541972,0.5673797522541972,72.82753276487396,499657.2904795781,160849.566659479,0.756475553704032,63.17156862745098,20.54901960784314,63.17156862745098,20.54901960784314,63.340648889103804,21.502542363022727,7034.273378372192,29.04254150390625,49.422149658203125,34.48173224692251,6.355507759958889,107.02461157147896,9.42210266148789,81,81,204,39.705882352941174,100.0,39.705882352941174,39.705882352941174
4,4,1998-05-24,3,Type 3,Type 3,Temporally clustered,Back-to-Back,3,1,2.522727272727273,7.818181818181818,8,3.272727272727273,7.818181818181818,8,8,3.272727272727273,7.818181818181818,8,2,4,370,0,1.25,158,74,74,158,46.835443037974684,100.0,46.835443037974684,46.835443037974684,29.776947505980985,14.437650008881075,1684.6198648422933,699.81967001054,925929.5493782004,173.9412887267695,0.4154169641565126,0.9096311042895283,-0.9944142624112684,0.1055474997953668,-0.1055474997953668,-0.9944142624112684,29.776947505980985,14.437650008881075,29.776947505980985,14.437650008881075,29.776947505980985,14.437650008881075,925929.5493782004,1684.6198648422933,699.81967001054,0.4154169641565126,0.4154169641565126,0.4154169641565126,173.9412887267695,454071.0542434027,78359.61128538578,0.8528266376100591,29.930379746835442,14.386075949367088,29.930379746835442,14.386075949367088,29.776947505980985,14.437650008881075,6473.741298675537,27.1578426361084,45.07691192626953,40.97304619414897,3.5083245257847415,17.50229880883347,289.04720559199137,72,72,158,45.56962025316456,100.0,45.56962025316456,45.56962025316456
4,4,1998-05-24,3,Type 3,Type 3,Temporally clustered,Back-to-Back,3,1,2.522727272727273,7.818181818181818,8,3.272727272727273,7.818181818181818,8,8,3.272727272727273,7.818181818181818,8,2,4,370,1,1.25,212,96,96,212,45.283018867924525,100.0,45.283018867924525,45.283018867924525,62.09882411592492,17.632195034404848,1743.8426042451167,1186.5390874406085,1625096.7234224891,50.015120765648774,0.6804163888140831,0.7328257213234279,0.64258542270209,0.7662140526842198,-0.7662140526842198,0.64258542270209,62.09882411592492,17.632195034404848,62.09882411592492,17.632195034404848,62.09882411592492,17.632195034404848,1625096.7234224891,1743.8426042451167,1186.5390874406085,0.6804163888140831,0.6804163888140831,0.6804163888140831,50.015120765648774,486557.92454086256,225260.00096390268,0.6835426688585202,62.0,17.03301886792453,62.0,17.03301886792453,62.09882411592492,17.632195034404848,6953.206357955933,29.386823654174805,48.46710968017578,32.79814319790534,4.865793599300596,67.13942614057946,8.98679648941276,92,92,212,43.39622641509434,100.0,43.39622641509434,43.39622641509434
4,4,1998-05-25,3,Type 3,Type 3,Temporally clustered,Back-to-Back,3,2,3.023809523809524,7.452380952380952,7,3.272727272727273,7.818181818181818,8,8,3.272727272727273,7.818181818181818,8,2,4,374,0,1.25,157,75,75,157,47.77070063694268,100.0,47.77070063694268,47.77070063694268,30.041193869026472,14.707713340346661,1671.8542828753434,732.7568690752099,962162.0023783768,174.75114468076768,0.43828991352941116,0.8988336618631844,-0.9958067554362856,0.09148172400789986,-0.09148172400789986,-0.9958067554362856,30.041193869026472,14.707713340346661,30.041193869026472,14.707713340346661,30.041193869026472,14.707713340346661,962162.0023783768,1671.8542828753434,732.7568690752099,0.43828991352941116,0.43828991352941116,0.43828991352941116,174.75114468076768,447215.47890698054,85909.22066830468,0.8388571740593816,30.136942675159236,14.621019108280255,30.136942675159236,14.621019108280255,30.041193869026472,14.707713340346661,6505.987867355347,26.97218894958496,46.17732238769531,41.43941316786845,3.747221949231861,14.08493641792965,312.9366242825223,74,74,157,47.13375796178344,100.0,47.13375796178344,47.13375796178344
4,4,1998-05-25,3,Type 3,Type 3,Temporally clustered,Back-to-Back,3,2,3.023809523809524,7.452380952380952,7,3.272727272727273,7.818181818181818,8,8,3.272727272727273,7.818181818181818,8,2,4,374,1,1.25,217,89,89,217,41.013824884792626,100.0,41.013824884792626,41.013824884792626,61.6659049337068,18.033032868394308,1668.4977756505077,1240.4229077449656,1625493.7030477652,51.07144886174977,0.7434369561933364,0.6688060198338434,0.6283507870749245,0.7779301307844573,-0.7779301307844573,0.6283507870749245,61.6659049337068,18.033032868394308,61.6659049337068,18.033032868394308,61.6659049337068,18.033032868394308,1625493.7030477652,1668.4977756505077,1240.4229077449656,0.7434369561933364,0.7434369561933364,0.7434369561933364,51.07144886174977,445421.5723761107,246183.8384093561,0.6440400341435135,61.70276497695853,17.352534562211982,61.70276497695853,17.352534562211982,61.6659049337068,18.033032868394308,7320.763120651245,29.282140731811523,49.01560974121094,33.736235579037995,5.885728559779785,75.4168996953064,357.0334651747729,91,91,217,41.935483870967744,100.0,41.935483870967744,41.935483870967744
4,4,1998-05-26,3,Type 3,Type 3,Temporally clustered,Back-to-Back,3,3,3.272727272727273,7.363636363636363,7,3.272727272727273,7.818181818181818,8,8,3.272727272727273,7.818181818181818,8,2,4,367,0,1.25,147,71,71,147,48.29931972789116,100.0,48.29931972789116,48.29931972789116,29.17025410250766,15.146852413823988,1653.8526342795094,816.7890989596982,1060954.1688765753,172.27663718739635,0.49387054325763874,0.8695354429247866,-0.99092848339333,0.13439025559836898,-0.13439025559836898,-0.99092848339333,29.17025410250766,15.146852413823988,29.17025410250766,15.146852413823988,29.17025410250766,15.146852413823988,1060954.1688765753,1653.8526342795094,816.7890989596982,0.49387054325763874,0.49387054325763874,0.49387054325763874,172.27663718739635,437636.5657461236,106743.10914870331,0.8039179012895258,29.289115646258505,15.071428571428571,29.289115646258505,15.071428571428571,29.17025410250766,15.146852413823988,6015.435911178589,24.943403244018555,45.78345489501953,40.92133272910605,3.7720592304763785,15.261194125417205,303.16686023485016,70,70,147,47.61904761904762,100.0,47.61904761904762,47.61904761904762
4,4,1998-05-26,3,Type 3,Type 3,Temporally clustered,Back-to-Back,3,3,3.272727272727273,7.363636363636363,7,3.272727272727273,7.818181818181818,8,8,3.272727272727273,7.818181818181818,8,2,4,367,1,1.25,220,97,97,220,44.09090909090909,100.0,44.09090909090909,44.09090909090909,61.08328815619943,18.173961726234218,1626.1750953521823,1324.5840560681181,1691752.0450769467,44.55262860043584,0.8145396272848784,0.5801079171866312,0.712606333504279,0.7015641192717799,-0.7015641192717799,0.712606333504279,61.08328815619943,18.173961726234218,61.08328815619943,18.173961726234218,61.08328815619943,18.173961726234218,1691752.0450769467,1626.1750953521823,1324.5840560681181,0.8145396272848784,0.8145396272848784,0.8145396272848784,44.55262860043584,423111.2705189887,280723.6674543788,0.6011512752369205,61.263636363636365,17.454545454545453,61.263636363636365,17.454545454545453,61.08328815619943,18.173961726234218,7574.803424835205,29.144248962402344,48.82356643676758,34.430924658341844,6.3429509311699315,81.88711253036892,346.5249775813928,94,94,220,42.72727272727273,100.0,42.72727272727273,42.72727272727273
5,5,1998-08-01,4,Type 4,Type 4,Mixed,Mixed Multi-Day,11,1,3.25,8.0,8,3.34375,8.0,8,8,3.34375,8.0,8,2,3,431,0,1.25,306,155,154,307,50.326797385620914,99.35483870967742,50.1628664495114,50.1628664495114,31.843236411127688,35.954117877341396,2217.1985977516993,1635.54367875834,2848109.113559564,70.67558434904191,0.7376622375716937,0.6751699217683813,0.3309165478931739,0.9436600226408157,-0.9436600226408157,0.3309165478931739,31.843236411127688,35.954117877341396,31.843236411127688,35.954117877341396,31.843236411127688,35.954117877341396,2848109.113559564,2217.1985977516993,1635.54367875834,0.7376622375716937,0.7376622375716937,0.7376622375716937,70.67558434904191,786555.1394995362,428000.5000202183,0.6476073338316116,31.83986928104575,36.69281045751634,31.83986928104575,36.69281045751634,31.843236411127688,35.954117877341396,10062.769662857056,24.766359329223633,43.670867919921875,32.88486817927142,5.060828332829308,81.96958920707812,179.78766295776865,151,150,307,49.01960784313726,99.33774834437087,48.85993485342019,48.85993485342019
5,5,1998-08-01,4,Type 4,Type 4,Mixed,Mixed Multi-Day,11,1,3.25,8.0,8,3.34375,8.0,8,8,3.34375,8.0,8,2,3,431,1,1.25,125,57,57,125,45.6,100.0,45.6,45.6,47.176890349187396,25.792305329741936,1039.0994494998981,810.0384765684851,661077.9083610123,112.10307486940766,0.7795581808443297,0.6263298194072189,-0.3762739862345637,0.9265084388623513,-0.9265084388623513,-0.3762739862345637,47.176890349187396,25.792305329741936,47.176890349187396,25.792305329741936,47.176890349187396,25.792305329741936,661077.9083610123,1039.0994494998981,810.0384765684851,0.7795581808443297,0.7795581808443297,0.7795581808443297,112.10307486940766,172756.4265521586,104985.97336342275,0.622002353996607,47.244,25.772,47.244,25.772,47.176890349187396,25.792305329741936,5493.4831466674805,34.982826232910156,49.17113494873047,43.94786517333984,3.2853539062097736,7.097147568200923,288.49383193618473,57,57,125,45.6,100.0,45.6,45.6
5,5,1998-08-02,4,Type 4,Type 4,Mixed,Mixed Multi-Day,11,2,3.34375,7.6875,8,3.34375,8.0,8,8,3.34375,8.0,8,1,2,536,0,1.25,536,208,208,536,38.80597014925373,100.0,38.80597014925373,38.80597014925373,36.35417728781264,32.47933928430957,2448.005001388641,1856.593721650396,3569595.9451937084,131.39247421542228,0.7584109185223213,0.6517767092080913,-0.6612133327404888,0.7501979262876002,-0.7501979262876002,-0.6612133327404888,36.35417728781264,32.47933928430957,36.35417728781264,32.47933928430957,36.35417728781264,32.47933928430957,3569595.9451937084,2448.005001388641,1856.593721650396,0.7584109185223213,0.7584109185223213,0.7584109185223213,131.39247421542228,958836.5578918082,551510.4395634668,0.6348452107411837,35.600746268656714,33.46641791044776,35.600746268656714,33.46641791044776,36.35417728781264,32.47933928430957,19417.93981361389,20.82699203491211,49.10535430908203,36.227499652264726,6.528808903112493,130.17015600685585,147.0376099032465,203,203,536,37.87313432835821,100.0,37.87313432835821,37.87313432835821
5,5,1998-08-03,4,Type 4,Type 4,Mixed,Mixed Multi-Day,11,3,3.1578947368421053,7.657894736842105,8,3.34375,8.0,8,8,3.34375,8.0,8,1,3,604,0,1.25,604,248,248,604,41.05960264900662,100.0,41.05960264900662,41.05960264900662,36.4058103767787,31.74247621024345,2534.4136287527253,1816.3455649787854,3615479.0930282613,126.72939489066904,0.7166728999451732,0.6974094597036777,-0.5980364093803936,0.8014689345541761,-0.8014689345541761,-0.5980364093803936,36.4058103767787,31.74247621024345,36.4058103767787,31.74247621024345,36.4058103767787,31.74247621024345,3615479.0930282613,2534.4136287527253,1816.3455649787854,0.7166728999451732,0.7166728999451732,0.7166728999451732,126.72939489066904,1027720.3906572093,527857.7938268966,0.6606677831484529,35.688741721854306,32.63576158940398,35.688741721854306,32.63576158940398,36.4058103767787,31.74247621024345,22159.263803482056,19.233551025390625,49.41741180419922,36.68752285344711,6.4815000957555124,119.93438004821654,145.48989882064478,240,240,604,39.735099337748345,100.0,39.735099337748345,39.735099337748345
5,5,1998-08-04,4,Type 4,Type 4,Mixed,Mixed Multi-Day,11,4,3.141025641025641,7.743589743589744,8,3.34375,8.0,8,8,3.34375,8.0,8,1,2,580,0,1.25,580,245,245,580,42.241379310344826,100.0,42.241379310344826,42.241379310344826,36.20478344429391,32.02180485041656,2536.2449017485246,1831.9959149620158,3649266.40753449,125.51574629303407,0.7223261104237256,0.6915525939508373,-0.5809266727975384,0.8139558961223771,-0.8139558961223771,-0.5809266727975384,36.20478344429391,32.02180485041656,36.20478344429391,32.02180485041656,36.20478344429391,32.02180485041656,3649266.40753449,2536.2449017485246,1831.9959149620158,0.7223261104237256,0.7223261104237256,0.7223261104237256,125.51574629303407,1029206.1122632615,536993.4451900022,0.6571359999212448,35.536206896551725,32.87931034482759,35.536206896551725,32.87931034482759,36.20478344429391,32.02180485041656,21176.273530960083,20.706363677978516,49.18354415893555,36.5108164326898,6.326948067641677,113.99334277859076,146.35175638271917,236,236,580,40.689655172413794,100.0,40.689655172413794,40.689655172413794
