old_repository_path,repository_sha256,repository_bytes,historical_byte_identity_sha256,historical_byte_identity_bytes,historical_identity_source,archive_member_byte_form,eol_relationship,reserved_data_doi,archive_filename,archive_sha256,archive_member_path,member_sha256,member_bytes,state,recorded_in_sha256_manifest,archive_publication_state,verification_status
remediation/corrected_outputs/figures/Figure7_type4_six_days.png,769161f776249555f48be2dec12456a8a0afc26d8b2e7627f8df6e933eadeadd,3472492,769161f776249555f48be2dec12456a8a0afc26d8b2e7627f8df6e933eadeadd,3472492,provenance/corrections/tmax_weighted_centroids/corrected_outputs/SHA256_MANIFEST.json,repository_normalized_bytes,none (binary; both byte identities are the same bytes),10.5281/zenodo.21717752,scorch_processed_data_v1.0.0.zip,8d6ca0c5cd77d672a7c73924a1d243dab01d1a592c1730389aa0f1a864871383,provenance_evidence/remediation_corrected_figures/Figure7_type4_six_days.png,769161f776249555f48be2dec12456a8a0afc26d8b2e7627f8df6e933eadeadd,3472492,relocated,true,LOCAL_CANDIDATE_NOT_UPLOADED_NOT_DEPOSITED_NOT_PUBLISHED,VERIFIED_IN_LOCAL_ARCHIVE_CANDIDATE
remediation/corrected_outputs/figures/Figure_S4_kfold_heldout_maps.png,d3afb429f369b834da224d464f51306aee76bc87abfaba20225a03c27a3c8ff8,2902437,d3afb429f369b834da224d464f51306aee76bc87abfaba20225a03c27a3c8ff8,2902437,provenance/corrections/tmax_weighted_centroids/corrected_outputs/SHA256_MANIFEST.json,repository_normalized_bytes,none (binary; both byte identities are the same bytes),10.5281/zenodo.21717752,scorch_processed_data_v1.0.0.zip,8d6ca0c5cd77d672a7c73924a1d243dab01d1a592c1730389aa0f1a864871383,provenance_evidence/remediation_corrected_figures/Figure_S4_kfold_heldout_maps.png,d3afb429f369b834da224d464f51306aee76bc87abfaba20225a03c27a3c8ff8,2902437,relocated,true,LOCAL_CANDIDATE_NOT_UPLOADED_NOT_DEPOSITED_NOT_PUBLISHED,VERIFIED_IN_LOCAL_ARCHIVE_CANDIDATE
remediation/corrected_outputs/figures/q1_four_variable_centroid_risk_map.png,ce09ab2fa492c5b1321031d07aadf6bcfe819d21159c3c269e380335d596801b,2108309,ce09ab2fa492c5b1321031d07aadf6bcfe819d21159c3c269e380335d596801b,2108309,provenance/corrections/tmax_weighted_centroids/corrected_outputs/SHA256_MANIFEST.json,repository_normalized_bytes,none (binary; both byte identities are the same bytes),10.5281/zenodo.21717752,scorch_processed_data_v1.0.0.zip,8d6ca0c5cd77d672a7c73924a1d243dab01d1a592c1730389aa0f1a864871383,provenance_evidence/remediation_corrected_figures/q1_four_variable_centroid_risk_map.png,ce09ab2fa492c5b1321031d07aadf6bcfe819d21159c3c269e380335d596801b,2108309,relocated,true,LOCAL_CANDIDATE_NOT_UPLOADED_NOT_DEPOSITED_NOT_PUBLISHED,VERIFIED_IN_LOCAL_ARCHIVE_CANDIDATE
remediation/corrected_outputs/lgcp/centroid_points_all_ellipses_validated.csv,6a16b5294f2fd6b3d5f123c96ee6731f964527e66fcabfd592bf2792c8c6dbe2,81161,663ed3152decd443bddfc631ff75601b9566fb755433ad6e41124fa1f732d6fa,81922,provenance/corrections/tmax_weighted_centroids/corrected_outputs/SHA256_MANIFEST.json,historical_windows_worktree_bytes,"historical worktree is CRLF; repository-normalized is LF (proven EOL transform, not byte identity)",10.5281/zenodo.21717752,scorch_processed_data_v1.0.0.zip,8d6ca0c5cd77d672a7c73924a1d243dab01d1a592c1730389aa0f1a864871383,lgcp/centroid_points_all_ellipses_validated.csv,663ed3152decd443bddfc631ff75601b9566fb755433ad6e41124fa1f732d6fa,81922,relocated,true,LOCAL_CANDIDATE_NOT_UPLOADED_NOT_DEPOSITED_NOT_PUBLISHED,VERIFIED_IN_LOCAL_ARCHIVE_CANDIDATE
remediation/corrected_outputs/lgcp/centroid_points_with_nearest_grid_covariates.csv,905ee2fd93e00aa09f25bcabef224ffae9eccdbeb1103760b3f3e5b797e443cf,178800,f5c6d18e7dfc8a758d00739a8f074302e80a50c00519c89738817e1dd1806f30,179561,provenance/corrections/tmax_weighted_centroids/corrected_outputs/SHA256_MANIFEST.json,historical_windows_worktree_bytes,"historical worktree is CRLF; repository-normalized is LF (proven EOL transform, not byte identity)",10.5281/zenodo.21717752,scorch_processed_data_v1.0.0.zip,8d6ca0c5cd77d672a7c73924a1d243dab01d1a592c1730389aa0f1a864871383,lgcp/centroid_points_with_nearest_grid_covariates.csv,f5c6d18e7dfc8a758d00739a8f074302e80a50c00519c89738817e1dd1806f30,179561,relocated,true,LOCAL_CANDIDATE_NOT_UPLOADED_NOT_DEPOSITED_NOT_PUBLISHED,VERIFIED_IN_LOCAL_ARCHIVE_CANDIDATE
remediation/corrected_outputs/lgcp/grid_predicted_intensity_all_variants.csv,87704b297d3bbb2ac47350fe7f36a1e2d3219538e4072b633acd3cbb42cf4fe4,412627,8bd848d96f9155191119d7cc6876b8df54300669e5bd1d01e6db370aa67cb820,414428,provenance/corrections/tmax_weighted_centroids/corrected_outputs/SHA256_MANIFEST.json,historical_windows_worktree_bytes,"historical worktree is CRLF; repository-normalized is LF (proven EOL transform, not byte identity)",10.5281/zenodo.21717752,scorch_processed_data_v1.0.0.zip,8d6ca0c5cd77d672a7c73924a1d243dab01d1a592c1730389aa0f1a864871383,lgcp/grid_predicted_intensity_all_variants.csv,8bd848d96f9155191119d7cc6876b8df54300669e5bd1d01e6db370aa67cb820,414428,relocated,true,LOCAL_CANDIDATE_NOT_UPLOADED_NOT_DEPOSITED_NOT_PUBLISHED,VERIFIED_IN_LOCAL_ARCHIVE_CANDIDATE
remediation/corrected_outputs/lgcp/lgcp_model_parameters.csv,447b8f5e2cd1e96e6b77da9324f6373e4eaf11533e533313688c8529d2dfec4c,2622,5408d77457082fafc88a9873cbf49c10ced7005588d19fed13cfe4efae2db24f,2653,provenance/corrections/tmax_weighted_centroids/corrected_outputs/SHA256_MANIFEST.json,historical_windows_worktree_bytes,"historical worktree is CRLF; repository-normalized is LF (proven EOL transform, not byte identity)",10.5281/zenodo.21717752,scorch_processed_data_v1.0.0.zip,8d6ca0c5cd77d672a7c73924a1d243dab01d1a592c1730389aa0f1a864871383,lgcp/lgcp_model_parameters.csv,5408d77457082fafc88a9873cbf49c10ced7005588d19fed13cfe4efae2db24f,2653,relocated,true,LOCAL_CANDIDATE_NOT_UPLOADED_NOT_DEPOSITED_NOT_PUBLISHED,VERIFIED_IN_LOCAL_ARCHIVE_CANDIDATE
remediation/corrected_outputs/validation_kfold/cv_summary.csv,4c8ec80b838799a3b70904938750f319a448d4ec27e6c5f128519f790cee9009,682,9f21d82021a9ab1d24b32fde597550b901f681feeca96b15d4ffcda023b9030e,692,provenance/corrections/tmax_weighted_centroids/corrected_outputs/SHA256_MANIFEST.json,historical_windows_worktree_bytes,"historical worktree is CRLF; repository-normalized is LF (proven EOL transform, not byte identity)",10.5281/zenodo.21717752,scorch_processed_data_v1.0.0.zip,8d6ca0c5cd77d672a7c73924a1d243dab01d1a592c1730389aa0f1a864871383,validation_kfold/cv_summary.csv,9f21d82021a9ab1d24b32fde597550b901f681feeca96b15d4ffcda023b9030e,692,relocated,true,LOCAL_CANDIDATE_NOT_UPLOADED_NOT_DEPOSITED_NOT_PUBLISHED,VERIFIED_IN_LOCAL_ARCHIVE_CANDIDATE
remediation/corrected_outputs/validation_kfold/fold_metrics.csv,0719600f3db5624084b34d8acb12dba7e023f51fa1d06c978b4b4be3a69c9c13,1906,e3740f343e544f2691a3b66034843034f26e0ecaee673a59dabddd2c06ae48ee,1912,provenance/corrections/tmax_weighted_centroids/corrected_outputs/SHA256_MANIFEST.json,historical_windows_worktree_bytes,"historical worktree is CRLF; repository-normalized is LF (proven EOL transform, not byte identity)",10.5281/zenodo.21717752,scorch_processed_data_v1.0.0.zip,8d6ca0c5cd77d672a7c73924a1d243dab01d1a592c1730389aa0f1a864871383,validation_kfold/fold_metrics.csv,e3740f343e544f2691a3b66034843034f26e0ecaee673a59dabddd2c06ae48ee,1912,relocated,true,LOCAL_CANDIDATE_NOT_UPLOADED_NOT_DEPOSITED_NOT_PUBLISHED,VERIFIED_IN_LOCAL_ARCHIVE_CANDIDATE
remediation/corrected_outputs/validation_kfold/per_centroid_risk_zone_validation.csv,6c2392b80c56118115d6af63d221f85d944410e2357732d8a98f444c70957f8f,138489,ded12540f3014dc56292923f0e17fe4a068b329eb50f4ef5e311141ccdba7b41,139250,provenance/corrections/tmax_weighted_centroids/corrected_outputs/SHA256_MANIFEST.json,historical_windows_worktree_bytes,"historical worktree is CRLF; repository-normalized is LF (proven EOL transform, not byte identity)",10.5281/zenodo.21717752,scorch_processed_data_v1.0.0.zip,8d6ca0c5cd77d672a7c73924a1d243dab01d1a592c1730389aa0f1a864871383,validation_kfold/per_centroid_risk_zone_validation.csv,ded12540f3014dc56292923f0e17fe4a068b329eb50f4ef5e311141ccdba7b41,139250,relocated,true,LOCAL_CANDIDATE_NOT_UPLOADED_NOT_DEPOSITED_NOT_PUBLISHED,VERIFIED_IN_LOCAL_ARCHIVE_CANDIDATE
remediation/corrected_outputs/validation_kfold/risk_zone_summary_by_centroid_type.csv,af60b3a0e41df86e334ad1e17e0844415995321aa8f503dda3b4d216cf8726ec,1125,569ebbdc83b393820369f1f8163ed2301f13a657290c3a9b3b879bfd39f099de,1129,provenance/corrections/tmax_weighted_centroids/corrected_outputs/SHA256_MANIFEST.json,historical_windows_worktree_bytes,"historical worktree is CRLF; repository-normalized is LF (proven EOL transform, not byte identity)",10.5281/zenodo.21717752,scorch_processed_data_v1.0.0.zip,8d6ca0c5cd77d672a7c73924a1d243dab01d1a592c1730389aa0f1a864871383,validation_kfold/risk_zone_summary_by_centroid_type.csv,569ebbdc83b393820369f1f8163ed2301f13a657290c3a9b3b879bfd39f099de,1129,relocated,true,LOCAL_CANDIDATE_NOT_UPLOADED_NOT_DEPOSITED_NOT_PUBLISHED,VERIFIED_IN_LOCAL_ARCHIVE_CANDIDATE
